x_val,future
"[ 43  99   2 125 123  92 139 125  89 139 125  37 139  92  43 180 160   2
  43  37   2  43 160   2  36  92 180   2  36   2  36  11]",[177  43 126 111  43  22 126  76]
"[ 37 142  50  21  37  38  11  46  76 145  97  37 145  46  37  38  99  21
  22  38  97  99  82 169  99  67 145  76 168  89  99 170]",[ 80 172 169  38 165  17 168  42]
"[162 171 126  98  78  68  27 166 166 110 124  35 110 102 102  74 110 102
 122 122 102 122   2   2  74 122   2 162 162   2 162  52]",[118 110 124  35 110 102 102  74]
"[157 125 157 125  43  50 107  43 107 125  43 107  30 157 107  30 157 160
 103  99  62 157 177 103 160 103  99  62 157 177 103 135]",[172  62 157 177 103 106 162 112]
"[156  98 156  22 170  99  89 172  46  92  76  17 174  25 156  25 130 113
 165  69  97 113 134  97 140  97  17 170  44 145 169 170]",[ 44  25  57 155 155 155 155   5]
"[  2  25  76 126  22  69  46 170  21  50 168  92  59  37  67 145  67  92
  67 145 142  89  21  38 170  21  76  17 172 170  59  37]",[145  67  92  67 145 142  89  21]
"[ 50 171  50  92  76  50 171  22 171  50 142  57 169  22   2  22 169  22
 169  22  21 162 169  21 117  76 126   2  76 126  76 171]",[171 170  99 169 113  37  92 126]
"[143  45   2  45  86  45  86  45  86  45 171 117  12 176  12 176  12 176
  12 176  12 176  12 171 176 117  12 176 171 117  12 176]",[117  12 176 171  54 135  32 172]
"[ 18 171 117 145  18 171 117 145  18  42 127 145  18 172 165 145  18 172
 165 145  18  42 127 145  18 172 165 145  18 172 165 145]",[ 99 105 145  18  46 181 172  44]
"[ 11 145  11 145 171 145  11 162  57  11 126  52 126  11  56  14 145  14
  52  14  22  14  52  64 145 127  38 181 145  52  56  52]",[ 52 145  52   2 162  52 126   2]
"[ 11 129  28 131  17 129  37 100  40 175 100 124 162 100  93 143  18 143
  11 106 126 143 145  15 143  18  15 143  11  75  50 143]",[156 160 158  11 156  17 165 156]
"[136  10  17  42  52 136 145  42  17 144  17  96 160 112  11  50  52  96
 145  50  11 173  42  10  17  10  37  42  52  10 145  42]",[ 60  28  17  50 129  89  17  50]
"[ 94  11 141  64  11 163 149  88  11 141  18  64  11 163 146  14  11 141
 146 118  11  31 146 114  11 163 146  12 141 118  31  31]",[ 88  88  49  49 179 179  29  29]
"[162 145 162  11  46 162 145  42 172 145 172  15  56 172 145  11 171 145
 160 171  11 162 171  15  56 172  38 145  56 172  38  42]",[ 38  38 162 139 171  38 162 139]
"[100  47 130  28  47  41  28  47  41  28  47 100  47 129  37  47  79  37
  47  79  37  47 100  47   0  17  47  99  47   5  99  47]",[100  47  11  47  11  47 129  37]
"[ 42   2 180   2  37   2  42   2  86  92  99  42  43 176  36  78  43 176
  36  78  43 176  33 135  43 176  98  33  43 176  36  78]",[176  43 176 125  14 176 135 176]
"[ 17  37  46  89 142 180  98   2  97  24  76  89  91  46 180   2  91  21
  47 142  21  16   2  46 113   2  46  16  76  22 180  98]",[ 22  98   2  97  24  76 165 179]
"[131 126  52 106  28  11 126  52  28  11  12  52 109  52   2  12  52  56
  28  11 162 126  52 171  28  11 126  52  28  11 126  52]",[ 11  15 145  11 180 160  11 123]
"[ 92 160  28  89 180  57  89  44  28  93 160 117  92 113  99  97  50  47
 126 180 170  89  52  28   4 161 162 181  11  70  50  52]",[162 181  11  42 169  11 162  47]
"[145  79  50  40  11 169  37  79 155  47   5  28  47   5  17  47   5  28
  47 134 165  15 178  37  15 178  17  15 178  37  15   5]",[47 28 47 17 47 42 47 19]
"[ 56   2  38  26  26  37  92  26  37  92  42  37  92  26  37  92  42  37
  92  37  92  42 142 168  82  67 168 139 142  21  38  56]",[ 56  38  21 142 139 168  67 178]
"[178 126 104 110  82  67 168 139  27 168 102  27  82 110  12 160  82 102
  12 160 168 139 122  38   2  56 136 160 162  22 171 169]",[ 22 136 160 162  56   2  38 142]
"[168  21 128  80  80  21 139 139  21 142 142 129 139 139 129 142 142  78
  78 139 139  78  78 142 142  69 147  21  21  91 128  21]",[147  92 170  50  92  89  47 147]
"[ 21  21  91 122 122  91  21  21 157 157 122 122 157 157  21  21  43 177
   2   2  98  45   2   2 106 162 110 110 106 171  59  59]",[ 56  82  82 125  56  82  82  88]
"[117  56  22  56 168  34 162 117   2 162   2 102  12 136 136 107 153 162
  28   2 162   2 102  12 136 136 107 153  22  37   2  22]",[168  78 162 160   2 162   2 102]
"[ 89 102 170  24  15  67 145  24  15  67 145 174  47 104  50 174  47 104
  50  75 100 104  37  75 100 104  37 132  97 164  99 132]",[164  99  49  44 164  89  49  44]
"[150 139 150  30 122 123  21   2 123  56 173 131 173 123 173 123 173  28
  28 173  28  28  56 173  38  46  28  56  28 162 144  56]",[ 46  38  47 122 139 148 122  15]
"[ 37 100 180  57  14  78  14  78  14  78  14  78  14  78  14  78 135  78
  56  22 169 126 169  22  56   2 142  90  51 176 169  37]",[160 126 180  99  97 160 117  32]
"[  8  89 141 147 130 119  65 147  91  44  86 101  53   6 130  69 113  16
  69 130 119 163 111  59 148   0 119 130 118   0  53  69]",[ 77  98  55  69  77  69  53 101]
"[ 37  76 169 115   2  52  76  89  22 170  22  50  22 170  76  37  22 145
  22  99  22 145  76  87  22 172 170  22  76   6  46 170]",[ 69  17  37  46  89 142 180  98]
"[ 56  42 145 172  56  81  42  56  42  38 145 172  56  38  81 145  38 145
  80 172  56  38  80  10 172  80 172  80 172   2 122  80]",[172  80 172  80 172  38 142  80]
"[ 42  15  28  92 162 180  28  11 180  37  22  42 171  15 160  11 171  38
 160  11 145   2  28  11 126  56  28  92  42 162 124 180]",[180  28  11  47  89  11 162 180]
"[172  74  90 112  71  74  90 171  62 116 173 159 179  90  52 146 132 146
  11  49  12 139  88  12  88  12 146 132  88  68 132 146]",[ 49  12 139  88  12 179 106 146]
"[146  76 116 162  22 146 116 177 103 146  76 116 162  22 146 116 112 120
 112 120 112 120 112 120 112 120  10 116  96  90 136 159]",[ 90  10 116 126  68  33  98 126]
"[ 89 122 142 172  76  89   2  46  47  50 170  89 172  22  50 170  92  76
  56  15 169  98  34  80  22  34  34  76  89 170  22  99]",[  2 170 172 126  21  22  69  50]
"[ 50 129  89  17  50 136  15  17  42  72 145  50  11  10 172  17  29  13
   7 144  88  80 144 102  80  88 122  46 144  46  88  46]",[143 162  56  53  38 172 144  46]
"[  5  88 122  80   5 122  80  88 122  38  63 122 142  53 102  80  63 142
 122  53  38  80  88   5 122  80  88 122  46   5  56 162]",[ 46 142  79 122  38  79  46  56]
"[139 148 122  15 139  80  15 102  82 136  82  17  82  17 136  17  17  56
 136  56  17  56  17  56 136  38  92  46  56  92  38  46]",[ 46  11  46  11  59 148  59  11]
"[ 28  11  28 126 170 160 162 170  46  50  21  11 102 160  59  89 104  47
 124 165 117 113  89  92  89  50 113  89  92  89  50  19]",[ 89  17  89  50  10 165  15  17]
"[ 30  11 162  87  11 171  30  11  52  93  92 123  92  28  92 123  92  52
  93  92 123  92  52  28  92 123  92  93  92  52 123  92]",[ 28  92 145 123  92 170  44  92]
"[171 171 123 145 171 180  38 171  15 145 171 123  56 172 180 171  52  17
  56  76 160 126 171  28  76  56  15 171  56 180  38  38]",[171  38 124 139  38 165 172  38]
"[ 42  15 165  15  42  15 165  15  42  15  46 165  15  56  17  15  46 165
  28  50  28 122 165  28  50  28 162 165  15 160  15  46]",[ 15  11  15  56 165  15  17  15]
"[ 86 180  37  37  87  47  89  89  87 117  47  89  89  55 100  89  37  37
  89  37  37  89  37  37  24 180 100  37  40  47  86 100]",[ 37  37  55 100  89  37  37  24]
"[174  51 161   4  39   4 166  39   4  51   8 138  39 138  39 138  90 155
  39 120  19   8 147 103  20 125  39  57 166 149 107 166]",[ 33 166 116 113 153 153  51  51]
"[123  17 165  37 100  17 165  37 100  17 165  37 100  17 165 170  89 172
  17 170  89  99  97  17 165  89  44  17 165  89  44  17]",[ 89  44  17 165  89  44  71  28]
"[ 11 162 176 117  11 126 171 126  11 126  11 126 171 126  93  11 162  18
  11 145 171 145  11 145  11 145 171 145  11 162  57  11]",[ 52 126  11  56  14 145  14  52]
"[ 59 154  85 137 164  97  95 137 154 164  67 168 156 142  21  89 126  99
  17  89 180  97  89  59 113  82 147  59  82  59 104 147]",[ 67  47 168 119 180 168  67  84]
"[122  17  80 122 172 169  38 172  38 145 142  38 172  52  46 172  46  17
 122  46 172 145  56 172  42  56 145  38  56  17 122  46]",[122  80  52  59  80  80  38  82]
"[173  28  28 173  28  28  56 173  38  46  28  56  28 162 144  56  47  46
  38  47 122 139 148 122  15 139  80  15 102  82 136  82]",[ 82  17 136  17  17  56 136  56]
"[ 36  33  24  24  33  24  24  24  24 174 116 116  16 116  78  51  51 176
  51 158  39  39  55  39  24 103 103   3 103  58  58  80]",[ 80 102  58  67 102  58  67  59]
"[160 126 180 171 126  99 160 117  99 160 180 160  99 160 180 160  99 160
 180 160  99 160 180 160  99 160 180 160  99 160 180 171]",[ 43  52 126 160 126  52 126 160]
"[ 70  50  52  11 162 181  11  70  50  52  11 162 181  11  70  50  52  11
  50 181  52 162  11  70  50 181  52 162  11  70  50 181]",[162  50  70  22  48  92 166 126]
"[ 58  55 180  24  37 179  99   8  11  99  11  99  50  99  69  16 147  16
 167  58 167  58  55 126  24 169 179  76   8 162  76 162]",[ 46  76  69  16 128 170 102  67]
"[ 17  51  15  99  17  99  90  15  50 160  50 103  89  99  17  99 159  89
  99  17  99 159  97  17  90  47  17  51 165  17 120 124]",[ 71  97  17  15  17 120  47  17]
"[180 142  14 180 168 168 180  97 176 180  45  86 135 176   2 180 135 117
 180 135  67 180  82 156 100  97 156 168  97  67  44  97]",[139  97 114  31  33 168  43 176]
"[ 92  42   8 170   8  89  92  99   8 170   8  89  17  99   8 170 168 113
  50 170  92  50 170 168  59  92  50 170  59 168  92  50]",[168  21  92  50 170  21  46 160]
"[ 60  60  60  40  37 159 144  46  40  55  46  88  60  46 143  29 172  38
  47  29  29  29 169  46  47  88  88  60  50  47 144  88]",[ 50  22 155  87  87  87  92  22]
"[ 79  61 143  37  37  79  24  37  37  61  79  58  37  37  37  37  37  37
  37  37  40  37  37  37  91 129  37  37  37 129 129  65]",[ 65 156 143 143  85  87 143  61]
"[147  44  50 147  16  50  76  22  44 172  99 169 172  89  99  69 113  92
  87  92   5 120  50   5  88   5  50  77 100  92  77  55]",[ 77 100  92 101  60  55  55  92]
"[ 80 172 169  38 165  17 168  42  17  80 145 142 172  47  17  50  17  21
 170 142 169 124  37 170  37  21  50 169 142  97  37 145]",[ 38  99 170 139 100  37 142  50]
"[104 110  59  67 168 139  89 142  21   2  92  46  76  22  76  46   2  37
  46   2  38  92   2  38  21  38  21 122  47  21 122 142]",[122 142 139 142 139 142 123 122]
"[145  18 169 100 145  18 169 100 145  18  42 127 145  18 171 117 145  18
 171 117 145  18  42 127 145  18 172 165 145  18 172 165]",[ 18  42 127 145  18 172 165 145]
"[ 33  51  51  33  33  51  51  33  33  51  51  33  33  51  51  33  33  51
  51  33  33  51  51 145  18  38  15 145  18  38  15 145]",[ 38  15 145  18  38  15 145  18]
"[139 101 136 133  38  14  14  82 154  82 111   2  43 111  67 110  67   2
 101 101 168  82 168  22 169 136 101 172 101  22  34  81]",[101 101  22  38  22  99 119  25]
"[ 53 172 144 144  17  49  42 144  50  47 144 155  47 144  17  49  42 144
  11 129  28 131  17 129  37 100  40 175 100 124 162 100]",[143  18 143  11 106 126 143 145]
"[171 124  18 124  15 126  17 126 162 124  18 124  28 145 160 145 171 171
  15 162 160  38  11 139 145 139 145 171  38  42 171   2]",[171  46  11 171  56  17  42 172]
"[126  52 126  92 126  92 126  52 126  92  52  28  92 126  92  28  92  28
  92 126  92  28 171  90 160  11 126  11 160  11 160  11]",[ 11 160  52 116 160  11 170 160]
"[ 88 107  88 165  51  94 176 107 117  51  94 176 107 117  51  30 125  30
 116 117  16  30  16 113 116  30 157 125 117 116  30 157]",[117 116   6  25   6  51  44  88]
"[161 153  42   8 127 123 116  89 123  90 160 123 103  11 123 161  93  92
 123  92  28  92 161 123  92   8 127  11 116  30  11  90]",[ 11 103  30  11 161  93  92 123]
"[ 90  25 159  79   8  24  71 102   8 120 102 116 169  22  56  38 116 142
 168 116  82 154  71 164  82 168 142  38  56  22 120 169]",[ 21 142 120 102 104 120 102 154]
"[ 82  67  66  67  89 102 104  66 102 104  89 102  67  13 142  89  97  67
  61 142  97  67  61 168  97 139  61 142  21 123 142  30]",[142 123 168  38 113 142  21  98]
"[142 169  21 135   2  46 169  76  76  37 162 169 162  87 162 169 162  37
  76 169 115   2  52  76  89  22 170  22  50  22 170  76]",[ 22 145  22  99  22 145  76  87]
"[171  52  28 160 171 145  15 171 126 180 171 145 123  42 145  97 171 145
 123  42 145  15 172 126  97  99 126 180 172 126 160  99]",[ 97 171 171 123 145 171 180  38]
"[124  29  29 129  55  60 144  60  28  17 146 146  52  60 145  29 179  10
  10  71 162  10  49 172 144 144  17  49  42 144  50  47]",[155  47 144  17  49  42 144  11]
"[ 55 129  55  37 130  60 129  55 129  55  55  90  40 120  55  90  40  58
  55  90  40  58  60 161  40 132  40 132  40 132  40 132]",[ 49  36  49  36  49 144  60 144]
"[ 17  80 122 172 169  38 172  38 145 142  38 172  52  46 172  46  17 122
  46 172 145  56 172  42  56 145  38  56  17 122  46  80]",[80 52 59 80 80 38 82 80]
"[ 76  21 171  57  22  21  52 180  22   2 170 161  22  56 126 117 171  76
 170 160 171  56  52 171   2 170 123 160 171  56 171 170]",[170  42 160  15 127 160  42 145]
"[160  42 170  42 160  42 160  42 170 172  42  17  22 131  92  42  52  42
  92  42  92  42  52  42  92  22 131  92  42  52  42  92]",[131  92  42  52  42  92  22  33]
"[  2 126  38 145   2 126  38 145 172 144 144  17 136 136  80  42 139 145
 122  50  38  42  46 145  56 172  38 162  46 162 145  38]",[122 139 162  80 168 171 102 168]
"[ 93 117 173 165 124  88 123  15  70  47 123  47 124 113 124  79 100  79
 100 165  79 124 123  40  47  28  63  15  63  49  63  49]",[159  63 159  63  58 161  36  71]
"[136  17 162 165 146 146 148  11  56 165  49  49  15 129 172 165 136 136
 136  17 165 136 136 136  49 172  46 165  88  88  88 136]",[165 172 144  88 172  29  49 145]
"[  5  28  47   5  99  47   5  28  47  79  37  47  99  47  55  11  47  79
  37  47 144 155  47   5  28  47   5  99  47   5  28  47]",[37 47 99 47 55 11 47 79]
"[ 56 161  42 103   8 157  30 150 177 138 150 176  43 176  43 116 171  39
 160  33  51  43 103 176  43 125 157  94 176 103 125 114]",[176  43 146  21 125 157 122  21]
"[168 102 117 110 102 139 139  27 102 139   2   2 139   2 162 162  27   2
 162 171 171 162 171 126  98  78 102 117 110 102 139 139]",[102 139   2   2 139   2 162 162]
"[  9  90 123  11  44  11 103 123  11   8 160  11  90 123  11  93  92  56
  39 123  92  28  92 122  39 123  92 105  97 159 180  97]",[160  97 161  17  97   8 127 123]
"[ 42 127 123  68 125 123 153 153 123 125  68 123  42  93  56 123 153  92
  56  42  56  28 153  92  56 145  38 131  28  38 145 123]",[131 113  38 126 181   2 124 106]
"[169   5   5  60 144  60 144  60 144  60 144  17  50  93  47 132 143  17
 165  11 124  99  97  50  47 145  15  52  28  92 113  52]",[ 11 124 169  37  81  63  81  63]
"[154  37 129 129 154  37  61  51 154  79  58 154  61  51 154  79  58 154
  61  51 154  79  58 154  61  51 154  79  58 154  61  61]",[ 76 142 169  38 145  76  99 169]
"[ 21  46  22 172 156 172 101 169 171  25  25 151  25  91 174  25  67   6
  82  69  69 147  69  69  16  87  69  21  38  38  46  76]",[ 22 172 156 172 101 169 171  25]
"[106 144 106  36 132  52  29 132 169 118 153 118 153  70 106  50  47 120
  50  47  77 113  17 165  37 100  17 165  92 113  37 100]",[113  37 100 169  37  37 100  37]
"[106 144 106 144 106 167  58 167  58 167  90 167 120 167  58  61  51 156
  51 156  51 156  51 156  51 156 145  51 129  51 129 145]",[ 91  51 140  51  40  51  40  51]
"[ 30 160  76  22 171 169 171  22  30 160  76  56   2  21 142 139 177 168
  67 177  82 110  43 126 104 154  43 126   9 137  95 178]",[ 95 137   9 154 178 126 104 110]
"[ 28  56  89 160  42  56  89 160  42  56  89 160  42  56  15 160  42  56
  15 160  42  56  15 160  42  56  38 180  37   2  42   2]",[  2  37   2  42   2 180   2  37]
"[149  51 173 116 149 161 149 161 173 159 173 159 173 116 173  28 149  51
  74  33  74  33 149 161 149 161 149 159 149  51  32 103]",[51 32 51 32 33 32 33 32]
"[ 69  69  98  98  98  98  88  88  98  98  86  86 120 121  51 121  51  87
   8   8  69  39  69  16  69  16  87  87  87 136  87  69]",[ 89  69  69  69 113  69  69  89]
"[118  11  72 145  46  68 125  17  88  46  88  17 172  56 142 145  17  53
 122 142 102  80 144 172 120  17  52 172  46 122 172  60]",[146 146  88  60  49  29  42 145]
"[106  33 106  33  74 161  74 161  74 161 161 161 161  74  90  90  90  90
  90  90  87  90  68  87  68  87  87  90 125 129  90 125]",[129  87  90  68  87  68  87  87]
"[ 76  37 162 169 162  87 162 169 162  37  76 169 115   2  52  76  89  22
 170  22  50  22 170  76  37  22 145  22  99  22 145  76]",[ 22 172 170  22  76   6  46 170]
"[165  37 100  17 165  92 113  37 100  92 113  37 100  83 165  18 152  18
 165 152 165 152 165  18 152  18 165 152 165 152 165  18]",[ 18 165 152 165 152 172 165  17]
"[117 145 171 124  56 171  15 145 171 117 162 169  18 145 169  15  22 180
  38 123  22  38  97 142   2 124 142   2  28 122 172  11]",[172 124   2 172  97 122 171 123]
"[ 92  42  92  37  42 126  42  92  92  42  92  37  42 126  42  92  92  42
  92  37  42 126  42  92  92  42  92  37 126 117  99 160]",[126  99 169  97 126  99 170 123]
"[ 76  97  99  17  99  65  97  65  50  65  92  50 159  97  99  17  99  97
  50  92  58  50   8  97  99  17  99 147  97  50  92  50]",[ 97  99  17  99 147  97  50  92]
"[170  52 159 103 127 177 170  52  71 127  62  62 136  37 160  62 103 165
  29 161  29  71  17  99  42 161  29 103 117 177 177 135]",[160 177  97  32  32 159  32  32]
"[ 17  99  21  76  89  17  99  76 172 180  17  99 172  22  47  92  99  22
 169  15  92  99 169  76  89  17  99  21  76  89  17  99]",[80 89 17 99 80 67 15 37]
"[  4  94   4  94  94   4  94   4  94   4  94  94   4  94   4  94 157 161
   8   8 161   4   4 157 161   8   8 161   4   4 109 103]",[ 58  69  58  78  78 109 103  58]
"[ 37  92 126 169  44  37  92 126 171  76 160  99 126 171  46 160  99 170
 171 113 160  99 170 171 124 160  99 170 171 113 160  50]",[171   2 160  50 170 171 160  50]
"[ 34 118 162  55  55  40  55  40 165 165 165 173 165   7 165  81  47   5
  47   5  47   5  47 123  79 124 113 124 100  93 100 108]",[108  18  93 108 100 165 143 124]
"[ 58   8  71  51  90 159   8  71 120  58  51  58  58  58 120  58  71  58
   8 103  71 120 159  51  90 159  90  51  90  71 159   8]",[159 159  71 159   8 159  58  39]
"[ 99 170 169  97 145  92 145  25  99  17  37  89 151 180  19  47  97  21
  46  22  48  46 168  46  22 113  46  21  80  46 172  47]",[  2 142  22 169 180  22  46 142]
"[ 33  97 180  36 113  43 117 170  76 123  22 136  92 176 135  36  78  36
  78  43 103  43 103 180 180  43 117  43 117  36 113  43]",[ 36 113 180 180 180  98  57  98]
"[ 28  80  11 168  93  80  92 168  28  21  92 122  28  21  92 122  28  76
  92  56  28  76  92  56  28 172  92  22  28 172  92  22]",[170  92  52  93  80  92 168  28]
"[ 46  87  21  11  38  46  11  21  46  87  46  11  46  11  59  87  59  11
  59  11  46 129 170  56 129 170  46 129 170  59  69 170]",[ 69 170  59  69 170 168  69 170]
"[ 97  50 165  99 155  50 165  52  97  50 165  99 155  50 165 145  97  50
 165  99 155  50 165  52  97  50 165  90 100 162 162 162]",[162  76 162  22 172 103  18 124]
"[ 28  46  17 122  50  80  52  46  88 144 162 136 146 171 135  94 171  56
 145  42 145  56  38 160 123 160  42  56  17 145  56  38]",[165  15  17  46  28 172  46  17]
"[ 46 142  50  22  56 130  22  76  77  22  56  50  22  21  50 172  46  50
 172  76 126 172  21  50 172  98  50  22  56  50  22  76]",[ 22  56  42  92  22  25  99 172]
"[171 139 170  52 171 117 100 117 150 127 123  56 127 150 105 127  48 113
 126  22  48  48 127 152 165 126 172 152 152 181 115  54]",[160 170  52 171  54 175  54 150]
"[144  88  46 144 122 102  80  88 122  46  56 136 172 122  38  29  56 172
 171 129 145 171  38 148  46 162 172  29 136  10  17  42]",[136 145  42  17 144  17  96 160]
"[ 37 172  17 122  50  38 145  46  52  80  17 142  42 122  50  38 145  46
  52  56 169   5   5  60 144  60 144  60 144  60 144  17]",[ 93  47 132 143  17 165  11 124]
"[ 38 145 122  38  46  96 122  46  56  10  38  56 162 112  46 162 172  29
 145 172  56  38  80  38 172  17  56  42  38 145  80 172]",[ 56  38 145 122  38  46  96  38]
"[145  18  72 181  72 181 145  18  72 181 145  18  72 181 145  18  72 181
 145  18  10 152 145 172  56  38  80  38 172  17  56  42]",[145  80 172  82  56  38 145 122]
"[ 42  56  38 180  37   2  42   2 180   2  37   2  42   2 180   2  37   2
  42   2  86  92  99  42  43 176  36  78  43 176  36  78]",[176  33 135  43 176  98  33  43]
"[159  85  90 121  51   8 177   8  79  58  37  79  65 121  86  86  58  85
  58 121  24  46   2  21 170  87 114   6  16   2  46  98]",[126 158  21  86 135  89 135  79]
"[174  25 174   8 125  87 125  90  87 125  87  90  55  55  55  90  87 158
  87  90 174  43 174  51  43 174  43  51 174  24 174  51]",[156 146  51 125  30 125  39  30]
"[172 145 169 145  17 172 169 162  56  52  46   2 169  38   2 172  38  46
  52  38 122 172 142 139  52  80 139 145  80  35  50 164]",[ 11  82 164  42  59  82 145 102]
"[  2 170 172 126  21  22  69  50 170 172  22  50 170  76  46  47  52 172
  99   2  46  52 172  17  76  76 100 170 169  55 162  76]",[170 169  40  46 142 100 162  46]
"[171   9 110  67 110  52   9  42 170   9 104 104 171   9 104  82 104 170
   9 126 160  95   9 110 110 171   9 110  67 110  52   9]",[  9 104 104   9 104  82  82 104]
"[145 171 162  83  18 112  52 171  91 126  18 165  68 124  88  97 146 132
 171 146 132 146 132 145 171 132 126 158 146 126 171  78]",[126  78 171  22  76 150 150   2]
"[ 83  83  83  83  83  83  83  19  19  19  19  49 156 146 132  56 145 165
  15  17  15  42  46  56 162 145 117  15  46  11  15  21]",[145  38 165  15  42  15  56  17]
"[ 38  97  21 124  38  97  21 124 142 113  99 165 170 172  76  17  21  89
  80  97  67 165 104  44  73 105  95 152 108 108  74  74]",[169 122  52 142 145  80 126  42]
"[ 15  99  97 145  15 169  37  76  99  38 145 142 169  67  76  61  61 154
 142 164  38  67  76 142 169  38 145  76  99 169  37 145]",[169  37  76  99  38 145 142 169]
"[ 56  98   2  97  21   2  43  56  76 180  56  76  43  22 171  97  43  22
 180  76  43   2 123  56  98  56 180   2  56  98  76  22]",[  2  98  21 180 142  98 103  97]
"[ 38  44  80  46  44  87  44  87  93  87  53  30 100  87 119  87  97  87
  81 158  81  81   6  86  87  69  69 172  69  76  21  29]",[ 67  69 104 168  69  87  69  87]
"[ 39  39 120  39  58  33   8   8 159   8 159   6  39 120 120 161 120  51
  58  39  39 120  39 120 159  33  58  58  97  58  47 159]",[ 58  58  97  58  47 159  33  58]
"[ 86 179  82 179  36 179  82  54 176 117  67 177 176 177 139 177 135 177
   2 177  43 177  76 177 176 177 171 177 135 177 171  54]",[ 32 172  32 135  32 135  32 135]
"[  8  71 120  51  61  39 159  58   8  51  71 120  51  39 151 159  39 159
  58  51   8  71 120  51  61  39 159  58   8  51  71 120]",[ 39 151 151 151 151 151 151 151]
"[ 87   6  30 135  87  87 174  87 128  13 128  79 128  79  69  79  69 156
  69 145  69 169  76  29  38 142  69  67  26  69  10  69]",[ 10  85 144  85  52  85 172  46]
"[ 79  79  79  79  76  79  79 162  79  22  79  79 162  79 162 105  38 162
 140 140 172 140 171 140 140 172 140 172 181  46  70  70]",[ 76  79  79 162  79 172  79  79]
"[104  33  43 110  82  67 168 139 142  34  33  21   2  56  76  22 171  34
  33 169 170 145 126 110 177   9 110 177   9  95  43  33]",[  9  43  33 154 104 110  82  67]
"[ 12 145  52 145  52 169 122 179 102 122  71 171 122 139 122 139  80  75
  50 171  50  71  29  50 145  50 145  52  38  36  80  38]",[ 52  38 122  38 122 142  80 120]
"[ 52 126   2 106 126  52 162  52 126  52 126  52 162  52 126   2 160 124
 171 170 162 171 170  22  89 170  42 171 170  42  56 153]",[52 22 52 42 52 42 52 22]
"[124 159 159 159  93 124 159 159  39 117 116 124  90 124 124 124  71 123
 161 124  38 103 124 159  38  28   2  11  56  42 162 126]",[ 71 103  88 107 132 146 162  38]
"[172 162  80  56 141  73  38   9  50  35 162   9  50  35 162  59 148 102
 129 148 102 172  80  56 102 172  29  56  17  73  42   9]",[ 35 162   9  50  35 162  59 148]
"[103 157 125  31 116 103 176  51  94  31  33 103 176   8  94  31 116 111
 157  30 116 111 157  30 116 111 157  30 116 111 157  30]",[129 111 129 157 129  30 129 116]
"[143 170  47 156  24 156  24 148  68 144  68  71 136 159  80 136  49  82
 112 112 179 139  90 122  38 146 132 160  11 145 171 132]",[ 29 136  98 109  68  15  11  11]
"[106  56  38 106  46  64  30  64  30 173 131 173 173 173 173 173 173 173
  50  50  50  50  50   5  79  41  79 108 145  52  40 169]",[100  37  40  11  37  40  50  37]
"[145  14  52  14  22  14  52  64 145 127  38 181 145  52  56  52 145  52
 145  52   2 162  52 126   2 126  52 162  52 126  52 126]",[162  52 126   2 106 126  52 162]
"[ 71  71 161 103 159 161  90 103  51 159  90  90  51 120  71  71 161 103
 140 159  90  51  90  51 120 112  71 140 159  90  51  90]",[120 112  71 140 159  90  51  90]
"[135  32 135 172  32 135  32 171  32 135  32  52  32 135  32 145  54 157
  62 171  62 136  62  56  62 146  62  38  62 157  62 139]",[136  62  82  62 146  62 110 152]
"[175  22 123  28 123 171  93 123  89 123  22  93 123  28 123 162  93 123
 160 123  56  93 123  92 123  93 123  92 123  93 123  92]",[162  93 123  22  28 123   2  93]
"[ 92  93 123  15  28  15 123  11 181 124 180  28 180 124 180 124 180  28
 180 124  11  54 124  15 160  15 124  15 124  15 160  54]",[ 48 124 181  11 181 124 180  28]
"[138  39 138  90 155  39 120  19   8 147 103  20  39 125  57 166 149 107
 166  74  33 166 116 113 153 153  51  51 153 116 153  33]",[ 44 138 138   8   8 138  39  26]
"[180  89  89  87  44  15  89  89  89  89  89  89  89  89 174 180  44  89
  16  47 174 180  44  89  89 174  44 180  89  89 174  44]",[89 89 16 44 47 89 25 97]
"[126  99 169 126  92 169 126  92 126 117  99 160 171 126  99 169  97 126
  99 170 123  42 160  21 113 171 170  56  92 123 170  42]",[180  92 171 126  76 160 171 126]
"[ 11 117 126 171 162 160 126 171  52 126  52 162 113 170  50  22  92 170
  50  46 171 170   2 180  92 122  21   2  56 162  22 171]",[ 52  93  22 171  52 123 170 126]
"[ 45  86  45  86  45 171 117  12 176  12 176  12 176  12 176  12 176  12
 171 176 117  12 176 171 117  12 176 171 117  12 176 171]",[135  32 172  32 135  32 135  32]
"[ 37  46 145  56  42 162 145  22  37 145  42 145 153  28 145  42 145 153
  28 145  42 153 145 106  28  50  11 106  50   4  28  42]",[ 4 42 70 28 50 11 70 50]
"[117 180 100 123  44  97  57 113  44 117  57  97 127 117 105  97  48 180
  54 105 117  54  97 105 117  57  97 180  54 105 117  54]",[105 117  57  97 180  54 105 117]
"[ 76  37 162 169 162  87 162 169 162  37  76 169 135   2 169  76  37 162
 169 162  87 162 169 162  37  76 169 115   2  52  76  89]",[170  22  50  22 170  76  37  22]
