x_test,future
"[ 28 145  15 126 180  42 123  11 124  92 113 160 117  37 100 160 117  92
 113  11 124  42 123 126 180 170  89 169  37 171 160  22]",[162  11  56  42   2 126  21 170]
"[122  28  42 126  52  28  11 126  52  28  11  42  52  28  11  42  52   2
  28  11  42  52  28  92  42  52  28  92 124 126  52 123]",[ 11  47 126  52  93  28  11  50]
"[  4   4   4  94  94   4  94   4  94   4  94  94   4  94   4  94   4  94
  94   4  94   4  94   4  94  94   4  94   4  94 157 161]",[  8 161   4   4 157 161   8   8]
"[ 42  70  28  50  11  50  28 145  42 145   7  37 145  42 145  62 160 145
  42 145  10  17 145  42 145  38  17 145  42 145  92  21]",[ 38  42  46 145  56  92 145  42]
"[144  94  94  94  76  65  65  65  79  65  65  65 171  24  86  86  86  58
  58  58  46 135  51  37  37  37  37  37  37  37  37  46]",[ 37  37   2  21 160 160 160   8]
"[105  97  97  97 105  97  60  44  89 112  18  15  15  50  15  29  93  28
 155  50  47  10  18  15  18  15  13  15  18 117  18  29]",[165 124 123 124 165 117  93 162]
"[ 76 126  38 172  15  42  56 145 171  38  50  15 162 145 116  49 116  49
 116  49 116  49  29  49 116  49  64  49 116  49 144  88]",[ 88 144  88 144  88 144  88  96]
"[116 129 111 129 157 129  30 129 116 129 111 129 157 129  30 129 116 129
 111 129 157 129  30 129 116 129 111 129 157 129  30 129]",[103 129 158 144  87 129 158 144]
"[  2 169  92 139 177 168  67 177  82 110 135 160  82  67 135 160 168 139
 142  21   2  56  30 160  76  22 171 169 171  22  30 160]",[ 56   2  21 142 139 177 168  67]
"[ 92 126 169  37  92 126 169 100  37  92  50 171 160  92  50 171 117 160
  92  42 126 180  92  42 126 180  92  99 126 171 180 160]",[ 99 126  43 180 160  99 126 180]
"[ 89  17  99  67  80  28  17  99  80  67  89  17  99  67  82 180  37  42
  82  59  47  28  50  59  59  47  37  92  59  59  47  28]",[59 59 47 37 92 59 59 47]
"[174 174 103 174 174 174 103  68 125  68 120 125  68  75 120 125  68 125
 120  75  68 125 120  98  36  98  71  36  98  36  71  25]",[ 25   8 174  25 174   8 125  87]
"[ 89  17  19  47  19  19  19  19  89  19  17 151  99 151  17 151  17 151
  37 151  37 151  89  89  15  19  15  19  89  25  89  25]",[159  47 159  97 109  47 109  97]
"[ 40 154 154 154 104 170 104 104  50  59  59  59 145 164 164 140  38 140
  67  67  59  67  67 102 104 104 154 104 104  61 164  76]",[ 99 169   2  88  38 169  38  61]
"[158 132 158 132 158  46 132 158 132  46 181 158 132  46  18 158 132  38
  57 146  12   2  12 176  12 176  12 176  12  38  57 143]",[ 2 45 86 45 86 45 86 45]
"[ 10 172  80 172  80 172   2 122  80 149 172  80 172  80 172  38 142  80
  81 172  80 172  80 172  38 142  80  81 172  80 172  80]",[ 80  56  80  38  80  38  80 142]
"[ 17 172 170  59  37  67 145  67  92  67 145 142  25  21  38  21  76 172
 170  99  17  37  89 151 180  19  47  97  21  46  22  48]",[168  46  22 113  46  21  80  46]
"[ 33  25  71 146  33  25  71 146 170 151 169 172  22  76  46  38  21 142
  80 168  51 156  90  87  51 156  90  87  51 156 162  76]",[ 38  21 102  59 104 164 140  22]
"[170  44 169 100 172 165  22 113  76  97  46  47   2 180  21  89 142  37
  21  89   2 180  46  47  56 123  22 113 169 100 145  18]",[127 145  18 169 100 145  18 169]
"[170  11  20  50 170 103 140 159  41  19  79  79  15 105 145  97  24 100
 145  97  28 117  52 180 135  97  52 180  37 100 169  15]",[ 97 169  15  37 100 169  89 129]
"[ 44  66   8  43  44  43  44 138   8  34  44  34  44  66   8  43  44  43
  44  20  89  13  47  13  47 121 180  24  97  24  97  55]",[ 79 100  79 100  86  97 121 100]
"[114 171 160  65  65  99 151  76 148  21  53  34  81 101  56 101 168 164
 168 119  76  25 119  80  67  80  76  53 133  53 142 168]",[ 76  99 111 111 162  11 111 111]
"[ 40  55  60  40  60  40 130  40 100  40  47 100  47  40 129  55  29  40
 143  40 143 143 136 100 136  15 100  15 136 143 143 144]",[144 136 143  64 153  28 153 145]
"[142 156 104 164  21  40 164  59 156  99  76  38  99 169   2  88  38 169
 169 156  76  76  76  38  15  38  38  37 142 142  26  34]",[168  34  22  87  46  46  46  21]
"[ 37 154 169 129 129 154 169 142 100 154  37 156 156 154  37 142 100 154
  37 129 129 154  37  61  51 154  79  58 154  61  51 154]",[ 58 154  61  51 154  79  58 154]
"[170  89 172  17 120  51 169  61  39  58 159  25  60 133 156 151 174  99
  97 111 111  11 124 111 111  99  97  91 174 170  89 172]",[ 60  19  60  19   8 159  34  81]
"[ 13  50 170  93  97 180  28  28  99 126  52  26 100 123  15  37  26  37
  42  26 145 169 117  47  89 160 115  17 126 115  52 172]",[113  15  37  92  11 170 171 162]
"[ 97  80 124   2  11  80 124 168 113  87 147  59 113  16 147 104 113  69
 147   9 113  35 104 149  35 110 113  67 149  80 113 122]",[168 113  87 147  59 113  16 147]
"[146 127 123  42  56 146 149 161  56  93 173  28  80  56 145 171 103 117
 162 160 139  99  88  62 127 127  62 123  56  62   7 159]",[172  80 159 126 172  80 115 103]
"[145 100  52 165 170 117  52 165 172  93 171  44 172  93  76  57 162 155
  76  57   2 105  46 181   2 105 122 152  54 175  54  54]",[ 54  54 175  54  62 127 105 127]
"[ 21  21  69  97 170 170  91  97 170 170 174 133  76  76 156 133  76  76
 151   8  99  17  99 170 172  76  17  99  50 109  98 151]",[ 63 179  60  77  55 172 156 169]
"[ 89  92  42   8 170   8  89  92  42   8 170   8  89  92  99   8 170   8
  89  17  99   8 170 168 113  50 170  92  50 170 168  59]",[ 50 170  59 168  92  50 170 168]
"[126 110 168 142 168  42 110 160  99   9 110  67  67 126 110  67 139  67
  99 104  99  89  73 104  67  67 170 104  67  80  67 126]",[ 92  42 137 104  82  82 170 104]
"[ 42 170  42 160  15 127 160  42 145 117  42 160  15 160  42 160  18 117
  42 145 171 117 145  42 160  42 145  50 105 117 170 171]",[117  52 171  50 170 171 126  54]
"[162  56  46  56  53  46  38  21 122 153  34 142 129 102 142 102 164  55
  59 102 142 122 144 122  88  38  36 142  38 142 102  53]",[142  56  46 144  50  47  52  28]
"[118 110 124  35 110 102 102  74 110 102 122 122 102 122   2   2  74 122
   2 162 162   2 162  52  34 118  12  12 118 118 118 166]",[109 131  59 124  35  59 102 102]
"[145 142 169  67  76  61  61 154 142 164  38  67  76 142 169  38 145  76
  99 169  37 145  15 169  37  76  99  38 145 142 169  67]",[164  38  61  61  95  67 154 142]
"[ 30 157  30  39  56 161  42 103   8 157  30 150 177 138 150 176  43 176
  43 116 171  39 160  33  51  43 103 176  43 125 157  94]",[103 125 114  94 176  43 146  21]
"[ 99 132  97 164  99  49  44 164  89  49  44 164  89  60 124  59  11  60
 124  59  11 158  18  59  15 158  18  59  15  91  44  67]",[91 44 67 89 19 19 59 89]
"[180  93 135 180  34  34 180  44  91 180  34 136  34 136  43  33  98  14
  43 177   2 180 177 117 180 135 139 180 168 113 180  14]",[180 168 168 180  97 176 180  45]
"[ 22 171 169 171  22  30 160  76  56   2  21 142 139 177 168  67 177  82
 110  43 126 104 154  43 126   9 137  95 178 126  95 137]",[154 178 126 104 110  82  67 168]
"[ 21  46  87  46  11  46  11  59  87  59  11  59  11  46 129 170  56 129
 170  46 129 170  59  69 170  82  69 170  59  69 170 168]",[170  80  69 170 168  69 170 142]
"[ 76 172  76  21 155  46  22  46  21 105   2 172   2  21  46  22  48  46
 168  46  22 113  46  21  80  46 172  47  46   2 142  22]",[180  22  46 142  22 169  37  22]
"[ 44  23 165 152  44  23 165 152  44  23  17 165  89  44  17 165  89  44
  17 165  89  44  17 165  89  44  17 165  89  44  17 165]",[ 44  71  28 160 136  17  11  42]
"[ 87  47 117  89  89  55  89 100  37  37  89  37  37  89  37  37  24 180
 100  37  40  47  86  97 100  37  37  55  89 100  37  37]",[180 100  37  37  91 180  93  28]
"[108  50 145 170 108 145 170  80 172  40 169  97  37  61  99  37  85  11
  37  61  99  37 155  47  79  37  47   0  17  47  70  99]",[ 79 100  47  37  47  37  47 129]
"[171  76 171 126  98  14 110 117   9 110  67  67 177 110  67 139 139  67
 139   2   2 177 139   2  76  76   2  76 171  98  14 110]",[  9 110  67  67 177 110  67 139]
"[ 29  42 145 172  56 145  49  42  12  12 136  49 132 160 136 112 132  90
 122 112 132 145  29  29  15 132 160  29  17 165  29 152]",[ 29  15 132 160  29  28  88 123]
"[ 76  99 170 172  76  25  99 170 156 172  76  69 172  76  91  22  46 169
  38 172  21 170 172  76  21  91 170 172  98  76  21  24]",[ 21  25  76  38  22  46 172  76]
"[ 28  28 151 180  44  89  89 180  89  89 180  89  89  16  47  44  89  25
  97  87 113  44  89  89  25  97  44  89  89  16  44  47]",[ 89 151  44 180  89  89 170  91]
"[168  87  59 147 164  59  82  59 164  87  80   5  80  88  38  63 142  38
 142 102  53  80 142  38  80  88   5 142  79 102 142 102]",[ 55  59 102 142 122 144  80  80]
"[ 51  32 103  32  51  32  51  32  33  32  33  32 103  32  51 150 116 157
  30 116 111 157  30 116 111 157  30 116 111 157  30 116]",[111 129 157 129  30 129 116 129]
"[147  16  87  87  87  87  87  87 136 136  87  87  69  69  69  69  29  29
  69  69  98  98  98  98  88  88  98  98  86  86 120 121]",[121  51  87   8   8  69  39  69]
"[ 67  21 151  67  80  21  76 172 170 151 172  76 172 128  76  21  21 147
  59 168  21  46  22 170 147  22  46  22  87  46  21  21]",[104  67  80  21  76 172  25 170]
"[113 180  28  33  92 161 113 180  28 161  92  33 113 180  28  33  92  90
 124 180  28  90  11  39 124 180  28  39  11 159  97 180]",[159  99   8  97 180  89   8  99]
"[ 52 172 126 172 142  52 172 122 126 172  52 172 122  50 172  52 172 122
  99 172  52 172  99 172  38  52 172   2  99 172  52 172]",[ 11 172  52 172  12  11 172  52]
"[ 89 126  99 126 120  89  50  92  50  51  89  99 160  99  90  89  11 160
  11  89  11 160  11  89  11 160  11  89  11 160  11  90]",[ 11 162 160  11 162  89  11 162]
"[ 21  76  76  76  76  76  76 134  46  46  76  76 168 168  38   8  25  67
  67  67 102 151  67  67  67  80  67  73 151 154 154 151]",[ 73 151 104 164 147  59  59  59]
"[ 82 172  82  28 102  80  52 102  80 139 122  42 139 122  38  46  11  56
  46 139  50 142 139 102 171 102 124  80 139  11  80 139]",[122  30 157  56  21 157  56  21]
"[ 52 155  28  11  50  11  28  11  28  11  50  11  28  52  28  92 145  92
  28 169  92  28  92  52 145  92  64  28  52 181  28  11]",[11 28 11 28 11 50 11 28]
"[145 171 180  38 171  15 145 171 123  56 172 180 171  52  17  56  76 160
 126 171  28  76  56  15 171  56 180  38  38 123 171  38]",[139  38 165 172  38  93 139 117]
"[ 89 128  69  77 135 170 165  89  69 113  25 174  69  16  91   8  69  16
 179 174  69  16  91   8  69  16 179 174  69  16  91  44]",[ 69 113  89  25  97  89 126  69]
"[171 126  46 160 126  21  99 126   2 171 126  99 126 160 126  76 110  99
  22 126  82 169 126 171  67 171 126 172 180 126  76  42]",[ 22 169 126  42 126 180 126 126]
"[ 58 167  58 167  58 167  58  37  11  50 170 169 162 116 120 120 121  24
  61  24  37  99 145 169  76  38 143  51 143 143  55  90]",[ 55  90  24 159   3 120   3  40]
"[ 71  34  58  51 107  88  33  91 161   3  54  76 117   3  54  76 117   3
  54  76 117   3  54  76 117   3  54  76 117   3  54  76]",[  3  54  76 117   3  54  76 117]
"[126 180  84  33 126 180 126 180  27  33 126 180 126 180  84  57 180 180
  27  57 180 180  57 180 180  84  57 180 180 135 176 135]",[135 176 135 176 135 176 135 176]
"[  8  79  90  65  51  61 169 124 100  50  47  11  37 169 124  50  47  11
  37  52 165  50  47  17  28 172  97 100  50  47  99  17]",[ 97  50  47  99  17 169 124  50]
"[145  50  18  42  11  17 152  42  17  42 172  42  17 165  42 165  17  42
 165 172 165  42  42 165 172  42 172  37  56 172  42 165]",[165  42 172 165  56 165 172 145]
"[ 48  48 127 152 165 126 172 152 152 181 115  54 117 160 170  52 171  54
 175  54 150 127 123  56 127 127 105   4 127 123  56 127]",[105 127 123  56 127 127 105 127]
"[ 80 126 172  52 172 126 172 142  52 172 122 126 172  52 172 122  50 172
  52 172 122  99 172  52 172  99 172  38  52 172   2  99]",[ 52 172  12  11 172  52 172  12]
"[ 60 144  60 122 155 144  60 122 155 144  60 122 152 131  49 142 152  36
  49  36  49  36  49  36 142  49  36  49 142 152  36  49]",[152  36  49  80  54  29  62 139]
"[ 38 145 169 142  76  21 170 171  76  21  51 170 171  51  76  21  58 170
 171 103  76  21 170 171   8  76  38 145 169  76  38  67]",[169  67  76  38  67 145 169  82]
"[ 51   8  71 120  51  61  39 159  58   8  51  71 120  51  39 151 159  39
 159  58  51   8  71 120  51  61  39 159  58   8  51  71]",[ 51  39 151 151 151 151 151 151]
"[171 168 174 139 171 142 174  21 171  67 174 169  76 156 169  76 156 169
  43 160  99   2  43  42   2  43  99   2 125 123  92 139]",[ 89 139 125  37 139  92  43 180]
"[126  12 180 160  11 126 180 160  11 126 131  52 107  12  52 131 106 106
 126  52 161  28  11 126  52  12  52 109  52  12  52  34]",[136  28  92 146  42  52 107  28]
"[136 144 136 143  64 153  28 153 145  28 145 153 118 153 118  88 124  88
 126 124 126  88  12  88  12 146  15 146  50  15  50 129]",[148 156 129 156 129  87   1 146]
"[ 56  59 145  52 102 171 172 139  22 162  38  22 162  82 172 162  80  56
  46   2  38  73   2  38   9  50  35 162   9  50  35 162]",[145 102   2  59 145 102   2 102]
"[ 39   7  22  39  87 170  89 169  37 172  17  22  92  76  99  46  50   2
 126  21 170 142 169  21 170   2 126  46  50  56  42  22]",[169  37 145  15  42 123 145  15]
"[165  17 169 113  92  85 124  11  76 143  97  15  37  11  99  22  97  99
  44 151 165  97  15  89 151  17  99  46 113 142  85 168]",[ 59 154  85 137 164  97  95 137]
"[145 169 170 153 172  76 172  97  76 172  76 171 125 162 172  76 172  97
  76 172  76 172 143   2  22  46  22  44  46  22  46  46]",[ 21  22  46 172  46 171  46 172]
"[ 99 110  92 180 154 110 168 168 126 110 168 142 168  42 110 160  99   9
 110  67  67 126 110  67 139  67  99 104  99  89  73 104]",[ 67 170 104  67  80  67 126 104]
"[ 51  51  51 130  51 135  30 125 176 157   8 157 176 125 103 121  58 100
 100  79  58 100 100 121  51  51  51 130 130 130 135 135]",[ 51 156  51 156  51 156 111 174]
"[ 16  30  16  97 128 159  51 128  33 135 115 115 128 165 151 140 151  33
 151  33 113 138  26 116  39 138  51   4 116 138  51  15]",[178  39 116  98  51 133  39 178]
"[ 48  44  25 113 179 169  48  44 170 113  22   6  48  44 172 113  46 179
  48  44  76 113 179 142  48  44  21 113   6 168  48  44]",[113 179  59  48  44  67 113 179]
"[ 17 155  99  52  99  17 155  99  52  99  17 175  99 169  50  11 175  50
  52  50  17 152  50 145  42  17 152  42  52  50  99 155]",[169 145  99  47 145 172  52  99]
"[168 126 138 168 113 125  92 113  21  92 125  21 123 125  42 123 139  42
 125 139  97 143  99  97 142  99 143 142  97 125  99  97]",[ 99 125 139  97  61  99  97  67]
"[ 87  46  21  21  87 168 168 142  67  67  21  87 168 168  21 128  80  80
  21 139 139  21 142 142 129 139 139 129 142 142  78  78]",[139  78  78 142 142  69 147  21]
"[168 116  82 154  71 164  82 168 142  38  56  22 120 169 162  21 142 120
 102 104 120 102 154   8  59 102 142  46 162 169 162  56]",[142 168  82  46 120 142 102  59]
"[ 76 171 171 160  76 171 126 171  37  56  89 123  21  56 171 171  42  56
 171 170 171  99   2  92 180 142   2  22  22 126   2  22]",[ 22  42   2 160  99 139   2  76]
"[170 127  99 170 165 127 145 127  30 117 127 100 117 165 117 100 117  44
  18  44 127 155 150 127 127 127 127 170 127 127 171 127]",[149 105 105 105 105  52 105 105]
"[136 143 118 144 136 144 136 143  64 153  28 153 145  28 145 153 118 153
 118  88 124  88 126 124 126  88  12  88  12 146  15 146]",[ 15  50 129  87 148 156 129 156]
"[177  58   8 177  71 177   8 161  79  79 120  79  33   8  79  58 103 177
 177  51 120 177  33   8  79  58 120  79  33   8  79  58]",[177 177  51 120 177  33   8 120]
"[116  92  39 113 123  89  39  92 161 113 123  28 161  92 116 113 123  28
 116  92 120 113  89 160 120  92  39 113  89 160  39  92]",[113 180  28  92 113 180  28  33]
"[ 15 145  50  52 171 172  99 162  11  76  17  46 160  28  15 145  50  52
 171 172  99 162  11  76  17 162 160  76  17  46  11  76]",[ 46  11  38  99 170  50  22  92]
"[ 10 112  18 124 112  15  38 146  18 124  11 162 146 107 107  18 124  11
 162 107  29  18 124  11 162 179  52 146 107 146  18 124]",[162 146  13  18  15 145  38  13]
"[ 21 179 170  21 179 170 122 179  52  35 179  52  35 179  52 154  78 169
 142  78 169 142  78 169  80 135 169 119 135 154 169  73]",[169 137  55 169 101  55  80 169]
"[100 180  37  91  93 180  28 151   6  89  89  89  89  89  16  87  25 174
  87  44 113  89  25  44  97  89  16  44  47  89 151  44]",[ 89 170  91  89   6  39  69  48]
"[ 71 179   8 146  71 179   8 146  71 151 151  65   1 156  51  75 120 156
  51  75 120 156  51 103 140 159 147  39  90 140  51 120]",[ 71 112  71 172 140 162  76  46]
"[ 28  11 161 126 161  11  28  90 180  11 126  90  52  90 126  11  39 123
  92 145  39  52  39 145  92  71  93  92  42  52  42  92]",[124  11 126  33  52  90 126  11]
"[107 159  88 135  88 159 159 135 107  39 153  78 107 153  39  78 153 107
  39  39  78 107  39 153  78 107 153  39  78 153 107  39]",[ 78 107  90  88 179 107  88  90]
"[152 142 165  36 152 142 165  50 120  46 172 159  52 172 120  80 122  51
  46  40  90 162  91  58  76 129 161  46 156  71  38   5]",[122  99   5  97 122  99  55 124]
"[ 37  22 145  22  99  22 145  76  87  22 172 170  22  76   6  46 170  22
  69  17  37  46  89 142 180  98   2  97  24  76  89  91]",[180   2  91  21  47 142  21  16]
"[ 97 145  99 145 169 105 126  99 126 169  57 126  92 126 169 100  50  92
  50 170 113  50  92  50 170  48  50  92  50 170 155  50]",[ 50 170  44  99  17  99 145 165]
"[102   2 102 110  12  38 180  82  38  82 164 136  34  45  34  45  98  84
  38 180  82  38  82 164 136  34  45  34  45  98  84  38]",[ 82  38  82 164 136 142 180 164]
"[ 30 123 160  30  89 160 171  54 160   3 117 160   3 180 160  28 160 171
  54 160   3 117 160   3 180 160   3  28 160 170 127  89]",[117  89 157 123  89 157  89  89]
"[ 79 155  47  37  47  79  37  11 108  50 145 170 108 145 170  80 172  40
 169  97  37  61  99  37  85  11  37  61  99  37 155  47]",[37 47  0 17 47 70 99 47]
"[151   8 147 151 133 151 159 133 151 147  24 147 147  99 147 147  77  58
 121  77  41  77  39  41  77 121   0  60 121 121   0   0]",[121 121   0  55  20  20 133 156]
"[162 144  56  47  46  38  47 122 139 148 122  15 139  80  15 102  82 136
  82  17  82  17 136  17  17  56 136  56  17  56  17  56]",[ 38  92  46  56  92  38  46 148]
"[171 169 180  22 171 169  92 171  22  76  46   2  21 117  67 168 139  43
 142  21   2  46  76  22 113  21   2  46   2  21 142 139]",[  2 180  21 142 139  84 168  67]
"[119 169 170  44  65  89  91  69  65 143 179 113  65 147 101  53   6 147
  46  76  47  22 172 101 180  84  65 119 130  84   6  53]",[ 53 178 137 178  76  37 148  65]
"[170  50 172  76   2 172 126  44 172  22   2 169 126 100 169  22  46 169
  50 113 169 172  46  52  50  47  52  76 172  50  28 172]",[169  50  37 169  22  17 169  50]
"[ 99 126  17 172 126  97  99 126 160 171 171 123 145 171 160  38 171  15
 145 171 160  56 172 180 171  52  17  56  76 180  52 171]",[ 76  56 123 145 171  42  56  38]
"[170 145 140  17 152  17 172 172  19 120  71 165   8  71 140 159 165  71
  71 108  58 159 100  90  90 107  90  12  58  58  71  71]",[107  90  12  58  58  71  71  58]
"[125 150 171 150 125 150  22 150  16 150 171 150 125 150  22 105  94  32
  94  32  94  32  94  32  94  32 171  32  94  32  94  32]",[ 32  94  32  94  32 171 127 125]
"[168  67  59 110 104 154 180 137   9 154  92 104 110  59  67 168 139  89
 142  21   2  92  46  76  22  76  46   2  37  46   2  38]",[  2  38  21  38  21 122  47  21]
"[139   2 162 162  27   2 162 171 171 162 171 126  98  78 102 117 110 102
 139 139  27 102 139   2   2 139   2 162 162  27   2 162]",[171 162 171 126  98  78  68  27]
"[ 53  46  38  56 172 144  46  88  38  36 142  38 142 102  53  80 102  80
  80 144  80  88  79 142  80 102  82  55  59  82 102  80]",[ 88  80 144 102  80 102  80  88]
"[ 22  46 122  78   2  22   2  21  17  89   2  76   2  21  99   2 172   2
 138  16 138  16  30  39  30  39 138 116 138 116 138  39]",[ 39 138 116 138 116 138   8 138]
"[139 160 162 124 102  11 162 124 102  11  38  15 164 145  38  15 164 145
 162 124 102  11 162 124 102  11 146  90  90 146 132 146]",[146 132 103 132  94 132 103 132]
"[ 99  97 160 117 135 176 135 176 135 176 135 176 135 176 135 176  12 176
  76 171 126  99 126 171  76   2 139 159  39  50  47 126]",[ 92 113  37 100 180  57  14  78]
"[ 66   8  66   8  45  58  33 177 176 125 157 125 157 125 157 150 157 150
 157 150 157 125 116 125 116 173 159 173 161 150 116 131]",[131 159  38  56 169 159   2  56]
"[ 92  22 131  92  42  52  42  92  22  33  92 126  52 126  92 126  92 126
  52 126  92  52  28  92 126  92  28  92  28  92 126  92]",[171  90 160  11 126  11 160  11]
"[143 156  76  37  11 100 162  37  55 129 162  37 145  97  38  99  24  37
  38  99  52 160 122 126 135  99 122 126 169  37 142 145]",[ 99 142 145 169  37 142 170 129]
"[ 49 172  46 165  88  88  88 136 129 165 172 144  88 172  29  49 145  49
  29  42 171  18 132 132  15 146  18  68  94 148  11 146]",[ 42 146 132  50 172 165 136 136]
"[ 44  18  44  18 117 159 159  71  71  33  33  71  71 156 159 158  90  49
  51  75 120  24  71  60   8  24  71  60   8 132  58 174]",[132  58  60   8  24  71  75 120]
"[180 126  97  50 124 126  97 145 172  93 123  42  15  99 172  93 180  42
  15 171  99 176   2 146  56 160   2 107  76  56 136 172]",[171 135 172  52  29 117 171 157]
"[ 22 161  50 126  56 161 162  42  22  99  22 161 171  34 153 161  34 145
  56 161 169  52 145  56 161  12  22  42  99  22 161 171]",[ 92  52  93  22  11 171  47  93]
"[169  37 171 160 172  17 171 160 172  17  40  40   5  60  46  28  56  17
 162  37 172  28 169  17  52  50 172 145 169 145  17 172]",[162  56  52  46   2 169  38   2]
"[ 18  18  18  18  18 155 155  62 127 127  72 181 181  10 152 165 165 165
  29 152 165 165 165 152 165 165 165  10 152 165 165 165]",[165 165 152 165 175 100  93  70]
"[ 11  47   0  17  47  79 155  47  37  47  79  37  11 108  50 145 170 108
 145 170  80 172  40 169  97  37  61  99  37  85  11  37]",[ 99  37 155  47  79  37  47   0]
"[ 22 180  98  47  22  98   2  97  43  76 180  43 171  97  43  22 180  76
  43   2 123  98  56 180  76  98  22 123  98  76 180  56]",[  2  97  21   2  43  56  76 180]
"[126  21  16  42   2  16  56  42  76  16  22  42  21  16  99 170  25  99
 170  25  99  30  42 170 139  30  52 139  30 170 139  34]",[126  82  34  92  82  34  99  82]
"[ 78  86  16 158  22  78  86  22  78 177 160 125  76  42  22 125  42 116
  24  21  51  38  24  51  61 156  78 177 176 138 123  76]",[180  22 178 176  43 176  13 112]
"[157 176  27 157 146  27  27  27  27  27  27  84  84  84  84  84  84  67
 117 110  67 139 139 177  67 139   2   2 139   2  76  76]",[  2  76 171 171  76 171 126  98]
"[139 122  21   2  56  62   2  38   2  38 122  38 122 139 122  62 139  80
 139 168  67  82 110 164  35 157  99 180 164 110 164 110]",[110  82  67  82  28 157  99 102]
"[ 21 145  38  42  46 145  56  92 145  42 145  56  17 145  42 145  56  37
 145  42 145  37  46 145  56  42 162 145  22  37 145  42]",[153  28 145  42 145 153  28 145]
"[ 59  11  50 106 106  35 106  42 106  59  11 106 106  35  11 106 106 122
  11 129 129 168  42 102  50  70  70  82  49  63  63  59]",[  5   5 164 131  59 106  70  70]
"[ 89  22 172  99 170  89 172  46 113  50 170  89  46  46  50 170  89  46
  76  47  50 170  89  22  22  50 170  89  76  22  97 126]",[ 89 172  76 170 172  89  46   2]
"[180 157  89  43 180  33 177 117  97 180  97 180 160 124  47 160 171  97
 180 160  76   2 117  97 160   2  97 180 160   2 124  47]",[  2  97 180 160  21 123  89 160]
"[100  97 168 156  97  67  44  97 139 174  97 114  31  33 168  43 176 176
  43 176  43 176  43 135 176 135 176 135 176  66   8  66]",[ 45  58  33 177 176 125 157 125]
"[126  42  92  92  42  92  37  42 126  42  92  92  42  92  37  42 126  42
  92  92  42  92  37 126 117  99 160 171 126  99 169  97]",[ 99 170 123  42 160  56 113 170]
"[138  26 138   4  30 138  51 170 116  30 136  39  30 131  16  30  16 105
 128 159  51 128  33 135 115 115 128 152 151 140 151  33]",[ 33  48 138  26 116  39 138  51]
"[ 82  59 168 147 142 142  47  16  21  16 119  97  80 168 102  67  82  59
 104  44 151 164 110 151  59 113 164 147 104  73 137 104]",[ 59  82  18 154  83 137  95 137]
"[ 38  36 122 142  53 102  80  36 142 122  53  38  46 144  38 131  46  38
 106  46  56  88 162 172  36 162 143 172 162  36 172 122]",[ 38  46 144  38 131  46  38 106]
"[ 67 139   2 139  82 123 104  82 139 139 150  82 139  21 139 110  57 154
 110 168 168  45 110 168 142 168 110 117   9 110  67  67]",[110  67 139  67  76 180 117   2]
"[ 11  46  87  21  11  38  46  11  21  46  87  46  11  46  11  59  87  59
  11  59  11  46 129 170  56 129 170  46 129 170  59  69]",[ 82  69 170  59  69 170 168  69]
"[ 90 107  90  12  58  58  71  71  58  18  71  44  18  44  18  44  18  44
   8  18  44  18  44  18  44  18  44 120  18  44  18  44]",[44 18 44 71 18 44 18 44]
"[175  15 100  34 175  15 100  34 175  15 100 136 175  92 100 136 175  92
 100 136 175  92 100 136 175  92 100 109 100  42  37 109]",[ 42  37  34 100 145  37  34 100]
"[111  66  76  89  56  76  66  76  89 162 162  66  46  76  89 162  76  13
 169  89  97  76  61 169  97  76  61  22  97 171  61 169]",[123 169  30  22 169 123  22 145]
"[ 11 117  42 171 124  42 123  11  50  87  11  50 171  50  11  42 123  11
  42 171  42  11  22 131  92  42  52  42  92  42  92  42]",[ 42  92  22 131  92  42  52  42]
"[ 76 169  76  46  28  47  76 172  76  46  17  76  52  76  46  37 162 169
 162 142  11  46 169  46 122  50  37  46 172 126  46  80]",[ 46 172  99  46  46  11  37 162]
"[ 22  37 126  42  22  37 126  42  76 117   2  76 171 171  76 171 126 171
  56 123  21  56 171 171 150  56 171 170 171   2  57 142]",[ 22  22  45   2  22 169  22   2]
"[ 55 156  24 148 112 112  72 112  29  10  10  10  71 162  10  49 145  15
  42 123  17 165  17 165 145  15 145  15  42 123  92 113]",[113 145  15 145  15  50  47  11]
"[ 43 160 177  86 123  30 156  30  30  30 123  30 180   2  14 169  45 171
  22 180  45 169 177 160 135 177 160 135  76 160 177  76]",[177  76 160  56   2  84  56  56]
"[ 56 153  42  52  22  93  42 162 181  11  70  50  52  11 162  18  11 134
 145 169  11 162 181  11 144  50  52  11  42  22  93  50]",[ 52  28 169  52 145  50  42 162]
"[142  21  14  36  33 101  31   6 111  92 160 160 117  99  97 126 180  42
 123  99  97  92 113 160 117  37 100  89  44 180  57 123]",[ 97 105 113  48 117  54 100 175]
"[170  76  22  50 170  92  46  21  89 170  76 135   2  46  69 170 172 174
  76  22  69  50 170  46  22  50 170  87 169 170  44  89]",[135 126  50  69  89  17 174  99]
"[ 44  97  89  16  44  47  89 151  44 180  89 170  91  89   6  39  69  48
 163 163 163 163 163 163 163 163 163 163 163 163  22  48]",[ 54 175  22 123  28 123 171  93]
